prompt,response,instructions
"Attacker HP: 1498, MP: 117. Supporter HP: 143, MP: 43. Enemy HP: 2789, MP: 268. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""meteor spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 857, MP: 86. Supporter HP: 1592, MP: 67. Enemy HP: 1602, MP: 444. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1841, MP: 70. Supporter HP: 756, MP: 27. Enemy HP: 6307, MP: 610. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 539, MP: 8. Supporter HP: 2229, MP: 162. Enemy HP: 6653, MP: 26. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 363, MP: 71. Supporter HP: 1556, MP: 156. Enemy HP: 5883, MP: 159. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2513, MP: 7. Supporter HP: 2227, MP: 107. Enemy HP: 3138, MP: 87. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2559, MP: 90. Supporter HP: 1781, MP: 102. Enemy HP: 3532, MP: 585. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 273, MP: 25. Supporter HP: 1369, MP: 131. Enemy HP: 3500, MP: 490. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""fire spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [elixer] to fully restore MP and HP"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1410, MP: 93. Supporter HP: 76, MP: 95. Enemy HP: 6120, MP: 444. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1218, MP: 78. Supporter HP: 2121, MP: 15. Enemy HP: 3294, MP: 650. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 649, MP: 12. Supporter HP: 722, MP: 46. Enemy HP: 6509, MP: 381. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 43, MP: 45. Supporter HP: 333, MP: 123. Enemy HP: 770, MP: 327. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1542, MP: 72. Supporter HP: 1218, MP: 160. Enemy HP: 1141, MP: 397. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2513, MP: 38. Supporter HP: 1094, MP: 141. Enemy HP: 4731, MP: 530. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 917, MP: 35. Supporter HP: 255, MP: 53. Enemy HP: 622, MP: 167. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1276, MP: 118. Supporter HP: 1113, MP: 29. Enemy HP: 2814, MP: 34. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 2502, MP: 94. Supporter HP: 29, MP: 116. Enemy HP: 5265, MP: 512. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1826, MP: 26. Supporter HP: 802, MP: 164. Enemy HP: 4852, MP: 444. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1614, MP: 89. Supporter HP: 432, MP: 35. Enemy HP: 5872, MP: 683. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1536, MP: 116. Supporter HP: 133, MP: 105. Enemy HP: 2561, MP: 247. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1322, MP: 76. Supporter HP: 2052, MP: 79. Enemy HP: 5581, MP: 629. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1575, MP: 1. Supporter HP: 79, MP: 55. Enemy HP: 4827, MP: 634. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2304, MP: 75. Supporter HP: 565, MP: 122. Enemy HP: 2736, MP: 156. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1741, MP: 89. Supporter HP: 892, MP: 11. Enemy HP: 119, MP: 262. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 2234, MP: 24. Supporter HP: 815, MP: 87. Enemy HP: 429, MP: 32. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1976, MP: 116. Supporter HP: 778, MP: 40. Enemy HP: 200, MP: 678. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 220, MP: 117. Supporter HP: 22, MP: 87. Enemy HP: 1352, MP: 661. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2068, MP: 55. Supporter HP: 2053, MP: 124. Enemy HP: 237, MP: 63. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 518, MP: 74. Supporter HP: 2297, MP: 167. Enemy HP: 3521, MP: 288. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 396, MP: 75. Supporter HP: 1215, MP: 122. Enemy HP: 6826, MP: 576. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""cura spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1624, MP: 47. Supporter HP: 1267, MP: 89. Enemy HP: 7342, MP: 346. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1897, MP: 73. Supporter HP: 736, MP: 141. Enemy HP: 1900, MP: 253. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""meteor spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 905, MP: 1. Supporter HP: 537, MP: 57. Enemy HP: 737, MP: 347. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1767, MP: 42. Supporter HP: 896, MP: 175. Enemy HP: 3722, MP: 29. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""meteor spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 78, MP: 67. Supporter HP: 1300, MP: 149. Enemy HP: 694, MP: 625. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1423, MP: 68. Supporter HP: 534, MP: 50. Enemy HP: 4990, MP: 543. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 394, MP: 55. Supporter HP: 957, MP: 168. Enemy HP: 3393, MP: 620. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2305, MP: 67. Supporter HP: 2182, MP: 42. Enemy HP: 3376, MP: 686. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1166, MP: 13. Supporter HP: 659, MP: 95. Enemy HP: 2120, MP: 185. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1998, MP: 115. Supporter HP: 547, MP: 129. Enemy HP: 3835, MP: 128. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2561, MP: 82. Supporter HP: 2149, MP: 148. Enemy HP: 6773, MP: 574. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1721, MP: 113. Supporter HP: 277, MP: 180. Enemy HP: 2078, MP: 519. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""meteor spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1187, MP: 45. Supporter HP: 691, MP: 44. Enemy HP: 7538, MP: 153. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 797, MP: 120. Supporter HP: 2162, MP: 63. Enemy HP: 7895, MP: 393. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2037, MP: 89. Supporter HP: 2025, MP: 117. Enemy HP: 1920, MP: 643. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1087, MP: 92. Supporter HP: 1561, MP: 174. Enemy HP: 5735, MP: 540. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
